"@timestamp",message,"kubernetes.pod.name"
"Apr 12, 2024 @ 14:34:34.952","[INFO] 10.244.0.13:52407 - 7255 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000140208s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:34.952","[INFO] 10.244.0.13:59043 - 62684 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000222163s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:34.937","[INFO] 10.244.0.13:40652 - 26974 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000073029s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:34.937","[INFO] 10.244.0.13:39092 - 30285 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000134573s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:34.936","[INFO] 10.244.0.13:44305 - 2202 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000152021s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:34.936","[INFO] 10.244.0.13:60491 - 18261 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000262112s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:34.936","[INFO] 10.244.0.13:57460 - 32225 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000078806s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:34.936","[INFO] 10.244.0.13:33055 - 25768 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000146962s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.976","[INFO] 10.244.0.13:51008 - 62340 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000078632s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.976","[INFO] 10.244.0.13:58567 - 38240 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000116354s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.976","[INFO] 10.244.0.13:33448 - 62200 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000097638s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.976","[INFO] 10.244.0.13:43959 - 27671 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000154154s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.975","[INFO] 10.244.0.13:48394 - 22971 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000109509s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.975","[INFO] 10.244.0.13:40150 - 60174 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000189351s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.957","[INFO] 10.244.0.13:34735 - 23231 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000145516s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.957","[INFO] 10.244.0.13:54375 - 8570 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000080681s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.957","[INFO] 10.244.0.13:44685 - 23293 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000123348s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.956","[INFO] 10.244.0.13:50971 - 61647 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000134196s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.956","[INFO] 10.244.0.13:44618 - 37359 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000201112s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.956","[INFO] 10.244.0.13:50604 - 63419 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000067873s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.937","[INFO] 10.244.0.13:47678 - 47535 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000273512s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.937","[INFO] 10.244.0.13:52504 - 19690 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000075924s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.937","[INFO] 10.244.0.13:37871 - 47971 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000159195s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.937","[INFO] 10.244.0.13:43726 - 56753 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000094092s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.937","[INFO] 10.244.0.13:59741 - 523 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000085801s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.936","[INFO] 10.244.0.13:40064 - 38165 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000162441s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:33.274","{""level"":""warn"",""ts"":""2024-04-12T12:34:33.273884Z"",""caller"":""etcdserver/util.go:170"",""msg"":""apply request took too long"",""took"":""137.56107ms"",""expected-duration"":""100ms"",""prefix"":""read-only range "",""request"":""key:\""/registry/leases/default/strimzi-cluster-operator\"" "",""response"":""range_response_count:1 size:497""}","etcd-minikube"
"Apr 12, 2024 @ 14:34:33.274","{""level"":""info"",""ts"":""2024-04-12T12:34:33.274099Z"",""caller"":""traceutil/trace.go:171"",""msg"":""trace[665768051] range"",""detail"":""{range_begin:/registry/leases/default/strimzi-cluster-operator; range_end:; response_count:1; response_revision:2347; }"",""duration"":""137.767781ms"",""start"":""2024-04-12T12:34:33.136289Z"",""end"":""2024-04-12T12:34:33.274057Z"",""steps"":[""trace[665768051] 'range keys from in-memory index tree'  (duration: 137.364849ms)""],""step_count"":1}","etcd-minikube"
"Apr 12, 2024 @ 14:34:32.977","[INFO] 10.244.0.13:56430 - 42633 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.00007968s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.977","[INFO] 10.244.0.13:57713 - 57403 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000153786s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.976","[INFO] 10.244.0.13:38661 - 63892 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000128105s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.976","[INFO] 10.244.0.13:51145 - 19001 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000222111s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.976","[INFO] 10.244.0.13:46543 - 15582 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000091829s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.976","[INFO] 10.244.0.13:59353 - 44946 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000100487s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.956","[INFO] 10.244.0.13:56535 - 50849 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000224991s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.956","[INFO] 10.244.0.13:41368 - 14482 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000086702s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.956","[INFO] 10.244.0.13:39959 - 10437 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000069027s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.956","[INFO] 10.244.0.13:40016 - 28155 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000092808s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.956","[INFO] 10.244.0.13:39288 - 14790 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000124616s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.955","[INFO] 10.244.0.13:57466 - 28769 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000124571s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.937","[INFO] 10.244.0.13:34606 - 12539 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.0001373s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.937","[INFO] 10.244.0.13:42494 - 1287 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000220877s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.937","[INFO] 10.244.0.13:55822 - 20961 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000113814s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.937","[INFO] 10.244.0.13:41070 - 65024 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000150552s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.937","[INFO] 10.244.0.13:55392 - 7072 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000071558s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.937","[INFO] 10.244.0.13:48469 - 29860 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.0001234s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.780","2024-04-12 12:34:32,780 INFO Processing ruok command from /127.0.0.1:43152 (org.apache.zookeeper.server.NettyServerCnxn) [nioEventLoopGroup-4-14]","my-cluster-zookeeper-0"
"Apr 12, 2024 @ 14:34:32.776","2024-04-12 12:34:32,776 INFO Processing ruok command from /127.0.0.1:43136 (org.apache.zookeeper.server.NettyServerCnxn) [nioEventLoopGroup-4-14]","my-cluster-zookeeper-2"
"Apr 12, 2024 @ 14:34:32.758","2024-04-12 12:34:32,758 INFO Processing ruok command from /127.0.0.1:43130 (org.apache.zookeeper.server.NettyServerCnxn) [nioEventLoopGroup-4-14]","my-cluster-zookeeper-1"
"Apr 12, 2024 @ 14:34:32.751","2024-04-12 12:34:32,751 INFO Processing ruok command from /127.0.0.1:43122 (org.apache.zookeeper.server.NettyServerCnxn) [nioEventLoopGroup-4-13]","my-cluster-zookeeper-0"
"Apr 12, 2024 @ 14:34:32.750","2024-04-12 12:34:32,749 INFO Processing ruok command from /127.0.0.1:43108 (org.apache.zookeeper.server.NettyServerCnxn) [nioEventLoopGroup-4-13]","my-cluster-zookeeper-2"
"Apr 12, 2024 @ 14:34:32.730","2024-04-12 12:34:32,730 INFO Processing ruok command from /127.0.0.1:43100 (org.apache.zookeeper.server.NettyServerCnxn) [nioEventLoopGroup-4-13]","my-cluster-zookeeper-1"
"Apr 12, 2024 @ 14:34:32.183","[INFO] 10.244.0.19:37323 - 63328 ""A IN elastic-cluster-es-http.elastic.svc.cluster.local. udp 67 false 512"" NOERROR qr,aa,rd 132 0.000233014s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.182","[INFO] 10.244.0.19:56463 - 24343 ""A IN elastic-cluster-es-http.elastic.svc.elastic.svc.cluster.local. udp 79 false 512"" NXDOMAIN qr,aa,rd 172 0.000209052s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:32.182","[INFO] 10.244.0.19:40632 - 20911 ""A IN elastic-cluster-es-http.elastic.svc.svc.cluster.local. udp 71 false 512"" NXDOMAIN qr,aa,rd 164 0.000128228s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.970","[INFO] 10.244.0.13:33595 - 5679 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000095097s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.970","[INFO] 10.244.0.13:51695 - 52820 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000109757s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.970","[INFO] 10.244.0.13:35969 - 29156 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000192753s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.969","[INFO] 10.244.0.13:38220 - 12738 ""AAAA IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000098127s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.969","[INFO] 10.244.0.13:54288 - 56483 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000184909s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.969","[INFO] 10.244.0.13:53744 - 63391 ""A IN my-cluster-kafka-2.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000073443s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.953","[INFO] 10.244.0.13:47505 - 32966 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000069223s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.953","[INFO] 10.244.0.13:53330 - 2968 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000123527s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.953","[INFO] 10.244.0.13:45700 - 17849 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000066259s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.953","[INFO] 10.244.0.13:50301 - 7214 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000123429s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.952","[INFO] 10.244.0.13:36198 - 19853 ""AAAA IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000094795s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.952","[INFO] 10.244.0.13:56292 - 39827 ""A IN my-cluster-kafka-0.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000170997s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.937","[INFO] 10.244.0.13:56434 - 44979 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000177145s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.937","[INFO] 10.244.0.13:43246 - 13241 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 180 0.000085016s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.937","[INFO] 10.244.0.13:39352 - 45211 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.cluster.local. udp 98 false 1232"" NOERROR qr,aa,rd 172 0.000165601s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.936","[INFO] 10.244.0.13:45599 - 11762 ""AAAA IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000149733s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.936","[INFO] 10.244.0.13:46240 - 54365 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.default.svc.cluster.local. udp 110 false 1232"" NXDOMAIN qr,aa,rd 192 0.000255243s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.936","[INFO] 10.244.0.13:37212 - 62057 ""A IN my-cluster-kafka-1.my-cluster-kafka-brokers.default.svc.svc.cluster.local. udp 102 false 1232"" NXDOMAIN qr,aa,rd 184 0.000086948s","coredns-5dd5756b68-gwjrn"
"Apr 12, 2024 @ 14:34:31.108","{""level"":""warn"",""ts"":""2024-04-12T12:34:31.107769Z"",""caller"":""etcdserver/util.go:170"",""msg"":""apply request took too long"",""took"":""363.641198ms"",""expected-duration"":""100ms"",""prefix"":""read-only range "",""request"":""key:\""/registry/kafka.strimzi.io/kafkanodepools/\"" range_end:\""/registry/kafka.strimzi.io/kafkanodepools0\"" count_only:true "",""response"":""range_response_count:0 size:5""}","etcd-minikube"
"Apr 12, 2024 @ 14:34:31.108","{""level"":""info"",""ts"":""2024-04-12T12:34:31.107893Z"",""caller"":""traceutil/trace.go:171"",""msg"":""trace[1934367969] range"",""detail"":""{range_begin:/registry/kafka.strimzi.io/kafkanodepools/; range_end:/registry/kafka.strimzi.io/kafkanodepools0; response_count:0; response_revision:2342; }"",""duration"":""363.803629ms"",""start"":""2024-04-12T12:34:30.74406Z"",""end"":""2024-04-12T12:34:31.107864Z"",""steps"":[""trace[1934367969] 'count revisions from in-memory index tree'  (duration: 363.486706ms)""],""step_count"":1}","etcd-minikube"
"Apr 12, 2024 @ 14:34:31.108","{""level"":""warn"",""ts"":""2024-04-12T12:34:31.107912Z"",""caller"":""etcdserver/util.go:170"",""msg"":""apply request took too long"",""took"":""166.076339ms"",""expected-duration"":""100ms"",""prefix"":"""",""request"":""header:<ID:8128028461199827762 username:\""kube-apiserver-etcd-client\"" auth_revision:1 > txn:<compare:<target:MOD key:\""/registry/leases/kube-node-lease/minikube\"" mod_revision:2325 > success:<request_put:<key:\""/registry/leases/kube-node-lease/minikube\"" value_size:472 >> failure:<request_range:<key:\""/registry/leases/kube-node-lease/minikube\"" > >>"",""response"":""size:16""}","etcd-minikube"
